병/의원명,전화번호,주 소 지 정보,위도,경도
관악가정의학과의원,031-472-1175,"경기도 안양시 만안구 경수대로 1259, (석수동) 3층",37.4197505381,126.9093664698
관악연세의원,031-474-8275,"경기도 안양시 만안구 안양로 496, (석수동, 석수2동주민센터) 1층",37.4138679740,126.9093740101
관절사랑정형외과의원,031-565-9119,"경기도 남양주시 경춘로 368, (다산동)  브릭스타워 304~308호 ",37.6046087305,127.1556399075
광교365메디컬의원,031-213-3655,"경기도 수원시 영통구 광교중앙로 170, (하동) 광교 효성해링턴 타워 313호,314호",37.2881245943,127.0607026647
광교내과의원,031-216-7321,"경기도 수원시 영통구 센트럴타운로 15, (이의동, 아이플렉스) 301,302호",37.2882191514,127.0573743914
광교미소모아내과의원,031-212-1475,"경기도 용인시 수지구 광교중앙로 301, (상현동, 드림타워) 403호",37.2969569821,127.0686781289
광교바른내과의원,031-893-4560,"경기도 용인시 수지구 광교중앙로 298, (상현동) 드림타워2 4층 402~404호",37.2965623207,127.0694622979
광교삼성내과의원,031-8067-8575,"경기도 수원시 영통구 법조로 25, (하동)  광교 SK VIEW Lake 3층 301호 ",37.2874808899,127.0601784401
광교상쾌한이비인후과의원,031-212-7520,"경기도 수원시 영통구 광교중앙로 250, (하동) 광교 더죤프라자 203호",37.2923178634,127.0674908706
광교서울이비인후과의원,031-262-8200,"경기도 용인시 수지구 광교마을로 54, (상현동, 에스비타운) 403호",37.2982036603,127.0705108069
광교센트럴가정의학과의원,031-217-8575,"경기도 수원시 영통구 센트럴타운로 106, (이의동, 센트럴프라자) 312호",37.2927376213,127.0501573965
광교연세소아청소년과의원,031-217-2323,"경기도 용인시 수지구 광교중앙로295번길 9, (상현동) 더블유스퀘어광교 204호",37.2968954961,127.0681153895
광교우리내과의원,031-211-5572,"경기도 수원시 영통구 센트럴타운로 98, (이의동) 3층",37.2921573223,127.0506526695
광교윌내과의원,031-548-1104,"경기도 수원시 영통구 도청로89번길 30, (이의동) 2층",37.2899479422,127.0470251510
광교인내과의원,031-212-3082,"경기도 용인시 수지구 광교중앙로 294, (상현동) 301호, 303호",37.2960781337,127.0692568121
광교임의원,031-546-3554,"경기도 수원시 영통구 광교중앙로248번길 7-2, (하동) 원희캐슬 광교 B동 202호, 207호, 208호",37.2910333582,127.0666707433
광교장내과의원,031-214-7272,"경기도 용인시 수지구 광교중앙로 320, (상현동) 403호",37.2983941020,127.0699665615
광교푸른내과의원,031-216-8366,"경기도 수원시 영통구 도청로17번길 10, (이의동, 성희프라자) 2층 201~202호",37.2861125826,127.0539923235
광교하이메디의원,031-213-7879,"경기도 수원시 영통구 창룡대로256번길 41, (이의동)  광교테크노주차타워 2층 ",37.2959990284,127.0385893281
광명메디피아의원,02-2060-2474,"경기도 광명시 광복로 66, (철산동) 2층",37.4898211109,126.8656339854
광명바로척마취통증의학과의원,02-2616-7585,"경기도 광명시 광명로 898, (광명동) 광명빌딩 5층",37.4790549789,126.8546075020
광명삼성베스트내과의원,02-898-9300,"경기도 광명시 범안로 1046, (하안동) 5호",37.4620332218,126.8793709248
광명새움병원,02-6924-8201,"경기도 광명시 오리로 518, (소하동) 3~6층",37.4481877869,126.8820221464
광명성심의원,02-899-1199,"경기도 광명시 오리로 645, (하안동) ",37.4587864004,126.8773326038
광명성애병원,02-2680-7114,"경기도 광명시 디지털로 36, (철산동) 광명성애병원",37.4736622838,126.8713323678
광명수내과의원,02-806-0875,"경기도 광명시 하안로 292, (하안동, 우리은행) 2층",37.4619402645,126.8806398607
광명역새빛내과의원,02-6332-5070,"경기도 광명시 새빛공원로 67, (일직동)  광명역자이타워 A동 325~327호 ",37.4196749262,126.8883854540
광명연세내과의원,02-2685-0760,"경기도 광명시 철산로 20, (철산동, 야우리빌딩) 4층 401호",37.4757994860,126.8683944114
광명연합의원,02-2688-7570,"경기도 광명시 광명로 824, (광명동) 2층",37.4727919459,126.8515407581
광명이비인후과의원,02-2066-5075,"경기도 광명시 광명로 906, (광명동) 현대아이타워 3층 302호",37.4797435243,126.8548963904
광명효요양병원,02-834-8080,"경기도 광명시 오리로 352, (소하동, 이화프라자) ",37.4339856751,126.8796498408
광주시민의원,031-767-7514,"경기도 광주시 오포읍 오포로 544, 1~2층",37.3467736439,127.2119130506
광주정형외과의원,031-797-4700,"경기도 광주시 파발로 149, (경안동) ",37.4139520585,127.2540446166
광주제일내과의원,031-763-2601,"경기도 광주시 중앙로 101, (경안동) 3층",37.4088170594,127.2584152399
광주하나이비인후과의원,031-761-2505,"경기도 광주시 중앙로 91, (역동) 3층",37.4079533313,127.2589563572
광탄제일의원,031-947-0177,"경기도 파주시 광탄면 혜음로 1135,   3층",37.7824569495,126.8465190331
광탄현대병원,031-935-5678,경기도 파주시 광탄면 큰여울길 20-16  ,37.7791967325,126.8496680553
교하성모내과의원,031-947-0119,"경기도 파주시 미래로 620, (와동동, 해솔프라자) 401,402,403,404호",37.7324249942,126.7510945570
교하연세이비인후과의원,031-957-3517,"경기도 파주시 청석로 272, (동패동, 센타프라자1)  404호 ",37.7261349543,126.7177713979
교하하나의원,031-946-8211,"경기도 파주시 청석로 272, (동패동) 센타프라자1 5층",37.7261349543,126.7177713979
구광내과의원,032-673-4942,"경기도 부천시 삼작로 332, (여월동) ",37.5198132889,126.7985641114
구구소아청소년과의원,031-847-5844,"경기도 양주시 회천남로 88, (옥정동, M타워) 304호",37.8185483098,127.0927953929
구래성모메디칼의원,031-984-7581,"경기도 김포시 김포한강9로 119, (구래동)  아카메디 빌딩 301~2호 ",37.6473448040,126.6249488391
구리돌다리정형외과의원,031-550-6565,"경기도 구리시 경춘로 229, (인창동)  쌍용오피스텔 3층 2호 ",37.6011421671,127.1407182029
구리백내과의원,031-557-6311,"경기도 구리시 검배로 42, (수택동, 구리백병원) 2층 201호",37.5974968663,127.1436224325
구리의손정형외과의원,031-556-5678,"경기도 구리시 검배로 61, (수택동, 대벌부페) 2층",37.5967519113,127.1456208580
구리정형외과의원,031-553-9119,"경기도 구리시 이문안로 68, (수택동, 동진프라자) 2층",37.5921437718,127.1386810297
구리황내과의원,031-562-4560,"경기도 구리시 건원대로 79, (인창동) 우진빌딩5층,6층(일부) 5층",37.6080524791,127.1385918727
구미신경외과의원,031-713-5602,"경기도 성남시 분당구 미금로 48, (구미동, 오성프라자) 301호",37.3377550363,127.1165061630
구석모내과의원,031-754-8468,"경기도 성남시 수정구 수정로 115-1, (태평동) ",37.4416337151,127.1332440301
구성연세의원,031-283-9890,"경기도 용인시 기흥구 구성로 74, (언남동)  2.3층 ",37.2944707559,127.1176620389
구성이비인후과의원,031-285-2275,"경기도 용인시 기흥구 구성로 98, (언남동, 구성빌딩) ",37.2937885669,127.1199201883
구소아청소년과의원,031-741-9978,"경기도 성남시 중원구 광명로 341, (금광동) 2층",37.4460503607,127.1636852145
구앤배소아청소년과의원,031-232-2338,"경기도 화성시 병점2로 30, (병점동, 명신프라자) 2층 207호",37.2060873297,127.0402815713
구영권마취과의원,031-821-0862,"경기도 의정부시 행복로 25, (의정부동, 중앙빌딩) 2층",37.7409889792,127.0491311127
구완서내과의원,031-222-5257,"경기도 수원시 팔달구 중부대로 94, (인계동) 성웅빌딩",37.2765508936,127.0269638825
국립암센터,031-920-1000,"경기도 고양시 일산동구 일산로 323, (마두동) ",37.6632271940,126.7833976586
국민건강보험공단일산병원,031-900-0114,경기도 고양시 일산동구 일산로 100 (백석동),37.6454753592,126.7930401966
국상표내과의원,031-463-5592,"경기도 안양시 만안구 병목안로 2, (안양동) 502호",37.3999450735,126.9198872224
국제나은병원,031-1670-7575,"경기도 안양시 만안구 안양로223번길 5, (안양동)  ",37.3929152238,126.9257014890
군문메디컬의원,031-691-2119,"경기도 평택시 원평로25번길 61-1, (군문동, 주공플라자)  3층 ",36.9861719344,127.0829826219
군포열린의원,031-396-7588,"경기도 군포시 당동로 6, (당동) 2층",37.3509300616,126.9438669577
굿닥터소아과의원,031-214-6235,"경기도 수원시 팔달구 권광로276번길 4, (인계동) ",37.2716577041,127.0360928555
굿라이프연세의원,031-294-2100,"경기도 수원시 권선구 일월천로16번길 39, (구운동, LD코오롱상가) 104호",37.2852180809,126.9750805433
굿모닝가정의원,031-733-7585,"경기도 성남시 중원구 광명로323번길 4, (금광동) 2층",37.4455082219,127.1618526350
굿모닝내과의원,031-253-8575,"경기도 수원시 장안구 경수대로1073번길 3, (파장동) ",37.3087953312,126.9949376440
굿모닝내과의원,031-469-7766,"경기도 안양시 동안구 관악대로 103, (비산동, 103에비뉴) 607호-608호",37.3991502487,126.9354442452
굿모닝내과의원,031-654-9990,"경기도 평택시 중앙로 2, (통복동) 2층",36.9954093735,127.0835232301
굿모닝내과의원,031-965-7800,"경기도 고양시 덕양구 호국로 803, (주교동, 동세청자아,상가) 206호",37.6578418895,126.8370726226
굿모닝내과의원,031-986-2199,"경기도 김포시 김포한강4로 113, (장기동, 신한프라자)  602호 ",37.6439380030,126.6683822357
굿모닝마취통증의학과의원,02-504-8275,"경기도 과천시 별양상가1로 25, (별양동)  렉스타운 301,302-1호 ",37.4282781281,126.9925429853
굿모닝소아청소년과의원,031-231-1477,"경기도 화성시 경기대로 985, (병점동, 홈플러스) 1층",37.2037454737,127.0367531525
굿모닝소아청소년과의원,031-973-6002,"경기도 고양시 덕양구 충장로 134, (행신동, 아이프라자) 208,209호",37.6243805813,126.8349700719
굿모닝신경외과의원,031-855-0332,"경기도 의정부시 체육로 306-28, (녹양동) 굿모닝프라자 2층",37.7598979630,127.0413487332
굿모닝온가족의원,031-497-2020,"경기도 시흥시 평안상가4길 22, (정왕동)  3층 304호 ",37.3375045252,126.7495964116
굿모닝외과의원,031-287-0431,"경기도 용인시 기흥구 중부대로 563, (구갈동) ",37.2713707738,127.1256895002
굿모닝의원,031-985-5030,"경기도 김포시 유현로33번길 76, (풍무동)  2층 ",37.6002281548,126.7261731886
굿모닝의원,032-881-7555,"경기도 안산시 단원구 대부중앙로 105, (대부북동) 2층 207호",37.2426483559,126.5856323424
굿모닝이비인후과의원,031-410-2209,"경기도 안산시 단원구 선부광장1로 70, (선부동) 2층",37.3359427814,126.8119402340
굿모닝이비인후과의원,031-575-9696,"경기도 남양주시 퇴계원읍 퇴계원로 46, (신한빌딩) 4층",37.6507351340,127.1420082472
굿모닝이비인후과의원,031-847-7822,"경기도 의정부시 추동로 9, (신곡동, 휴먼시티) 303호",37.7429875371,127.0570679332
굿모닝이비인후과의원,031-957-7585,"경기도 파주시 청석로 256, (동패동, 교하일번가) 403호",37.7247075214,126.7177596865
굿모닝이비인후과의원,031-973-6002,"경기도 고양시 덕양구 충장로 134, (행신동, 아이프라자) 210호,211호",37.6243805813,126.8349700719
굿모닝이비인후과의원,032-327-3456,"경기도 부천시 길주로 237, (중동, 중동메디칼)  206호 ",37.5045077796,126.7689380693
굿모닝힐의원,031-948-1975,"경기도 파주시 한울로 67, (동패동, 아름터프라자) 301호",37.7108835453,126.7391440205
굿병원,031-564-4114,"경기도 구리시 검배로 46, (수택동) 굿빌딩 2~9층,13층층",37.5972898982,127.1439269809
굿비뇨기과의원,031-775-0875,"경기도 양평군 양평읍 시민로 37, 4층",37.4905500369,127.4957209284
굿키즈소아청소년과의원,031-221-6582,"경기도 화성시 효행로 1051, (진안동, 메인프라자) 409호",37.2146289694,127.0419733421
권기운내과의원,031-456-8885,"경기도 의왕시 경수대로 237, (고천동) ",37.3477958758,126.9737522700
권내과의원,031-215-7288,"경기도 수원시 영통구 중부대로246번길 48-2, (매탄동) ",37.2730611290,127.0416890465
권내과의원,031-493-2007,"경기도 시흥시 군자로 502, (거모동, 도원빌딩) 4층",37.3452497257,126.7845399632
권선삼성내과의원,031-305-7764,"경기도 수원시 권선구 덕영대로1201번길 34, (권선동) 2층",37.2505696518,127.0229244695
권선연세내과의원,031-222-6224,"경기도 수원시 권선구 권광로 68, (권선동, 교연빌딩) 4층",37.2539855975,127.0290869387
권소아청소년과의원,031-677-0134,"경기도 안성시 중앙로 368, (석정동) 모아빌딩 1층 103호",37.0077407460,127.2676221046
권순구내과의원,032-611-5234,"경기도 부천시 중동로 166, (중동) 2층",37.4935537752,126.7674920591
권오윤내과의원,031-571-8745,경기도 남양주시 퇴계원읍 퇴계원로46번길 1 ,37.6505149425,127.1419262394
권이비인후과의원,031-423-7733,"경기도 의왕시 계원대학로 2, (내손동, 롯데메디칼프라자) 303호",37.3797759851,126.9716318786
권이비인후과의원,031-734-1437,"경기도 성남시 중원구 광명로 372, (금광동) 4층",37.4464279124,127.1672060355
권혁호내과의원,031-236-8770,"경기도 수원시 팔달구 권광로 354, (우만동) ",37.2786670015,127.0380624697
그랜드연합의원,031-852-9897,"경기도 의정부시 용민로 483, (민락동)  3층 304,305,306,307호 ",37.7507562105,127.1180814515
그레이스병원,031-901-4000,"경기도 고양시 일산동구 중앙로 1073, (백석동) (지하2층,지하1층,1층중일부,2~9층)/중앙로1071(1층중 일부, 2~4층)",37.6447596502,126.7850957419
그린가정의원,031-356-8458,"경기도 화성시 수노을중앙로 142, (새솔동) 센타프라자 301호",37.2843867238,126.8185905377
그린소아청소년과의원,031-796-0214,"경기도 하남시 신장로 151, (덕풍동, 대동피렌체)  206,207호 ",37.5394822307,127.2016361095
